ZIP Code,Model,Strategy,Average Allocation,Minimum Allocation,Maximum Allocation,Range
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,1. Widespread Testing Initiatives,1500,1500,1500,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,2. Advanced Vaccination Research,500,500,500,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,3. Targeted Public Health Campaigns,1000,1000,1000,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,4. Enforced Social Distancing Measures,500,500,500,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,5. Comprehensive Contact Tracing Programs,1000,1000,1000,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,6. Establishment of Quarantine and Isolation Facilities,2000,2000,2000,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,7. Expansion of Healthcare Capacity,2000,2000,2000,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,8. Mental Health Support Services,500,500,500,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,9. Economic Support Programs,1000,1000,1000,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,10. Telehealth Services Expansion,1000,1000,1000,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,11. Workplace Safety Regulations,500,500,500,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,12. Promotion of Home Isolation and Self-Quarantine Measures,500,500,500,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,13. School Safety and Education Continuity Measures,500,500,500,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,"14. Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",0,0,0,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,15. Public Transport Safety Enhancements,0,0,0,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,16. Food Security and Nutrition Programs,0,0,0,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,17. Community Engagement and Mobilization,0,0,0,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,18. Public Sanitation and Hygiene Campaigns,0,0,0,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,19. Promotion of Remote Work and Digital Transformation,0,0,0,0
92069,meta-llama/Meta-Llama-3.1-70B-Instruct,20. Legal and Regulatory Adjustments for Pandemic Response,0,0,0,0
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1300,1000,1500,500
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,700,500,1000,500
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,625,500,1000,500
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,833.3333333,500,1000,500
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,750,500,1000,500
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1250,1000,1500,500
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,750,500,1000,500
92069,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1500,1500,1500,0
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,2000,2000,0
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1250,1000,1500,500
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1500,1000,2000,1000
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2000,2000,2000,0
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1000,1000,1000,0
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1340,1000,1500,500
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,933.3333333,800,1000,200
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1333.333333,1000,2000,1000
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92070,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,500,500,500,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,900,500,1000,500
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,750,500,1000,500
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,1000,1000,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,1000,1000,1000,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,2000,2000,2000,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity (nearby ZIP codes),2000,2000,2000,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92070,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1800,1500,2500,1000
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1340,1000,2000,1000
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,980,800,1500,700
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1400,1200,1500,300
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,2000,2000,2000,0
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1250,1000,1500,500
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1000,1000,1000,0
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,650,500,800,300
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1000,1000,1000,0
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,2000,2000,2000,0
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1066.666667,1000,1200,200
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,1000,1000,1000,0
92071,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,750,500,1000,500
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1125,1000,1500,500
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,1600,1500,2000,500
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,700,500,1000,500
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1500,1000,2000,1000
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,750,500,1000,500
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,1500,2500,1000
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,1000,1000,1000,0
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92071,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2200,2000,3000,1000
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1600,1500,2000,500
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1800,1000,2000,1000
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,950,800,1000,200
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1375,500,2000,1500
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1500,1000,2000,1000
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,1000,1000,1000,0
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,900,800,1000,200
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1200,800,2000,1200
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1500,1500,1500,0
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1200,1200,1200,0
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,800,800,800,0
92075,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1500,1500,1500,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1340,1000,1500,500
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,700,500,1000,500
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,560,500,800,300
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,1000,1000,1000,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,1500,1500,1500,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,1000,1000,1000,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92075,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,1500,2500,1000
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1400,1000,1500,500
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1080,1000,1200,200
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1700,1000,2000,1000
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,866.6666667,800,1000,200
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,700,500,1000,500
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,1166.666667,500,2000,1500
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,650,500,800,300
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,750,500,1000,500
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1566.666667,1200,2000,800
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,800,800,800,0
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,600,500,800,300
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,900,800,1000,200
92078,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1200,1000,1500,500
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1000,1000,1000,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,833.3333333,500,1000,500
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,833.3333333,500,1000,500
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,833.3333333,500,1000,500
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,750,500,1000,500
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,500,500,500,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Establishment of Quarantine and Isolation Facilities,2000,2000,2000,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity,2000,2000,2000,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92078,mistralai/Mixtral-8x7B-Instruct-v0.1,Expansion of Healthcare Capacity (nearby ZIP codes),2500,2500,2500,0
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,1900,1500,2000,500
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1600,1500,2000,500
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1000,1000,1000,0
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1350,1200,1500,300
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1800,1500,2000,500
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,950,800,1000,200
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,875,500,1500,1000
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,500,500,500,0
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92081,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,1000,1000,1000,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1200,1000,1500,500
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Telehealth Services Expansion,500,500,500,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Workplace Safety Regulations,500,500,500,0
92081,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,1500,3000,1500
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1440,1000,2000,1000
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1100,800,1500,700
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1350,1000,2000,1000
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,866.6666667,800,1000,200
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1700,1000,2000,1000
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,800,800,800,0
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,500,500,500,0
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,850,500,1200,700
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,500,1500,1000
92082,meta-llama/Meta-Llama-3.1-70B-Instruct,Advanced Vaccination Research,1000,1000,1000,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1400,1000,1500,500
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,500,500,500,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,500,500,500,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92082,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,500,500,500,0
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1700,1500,2500,1000
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1280,1000,2000,1000
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2000,2000,2000,0
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1675,700,2500,1800
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1000,1000,1000,0
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,650,500,800,300
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1125,1000,1500,500
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,800,800,800,0
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,975,600,1500,900
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,750,500,1000,500
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1466.666667,1200,2000,800
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,School Safety and Education Continuity Measures,1000,1000,1000,0
92083,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,500,500,500,0
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1200,1000,1500,500
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1300,1000,1500,500
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,1000,1000,1000,0
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,500,500,500,0
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,750,500,1000,500
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,625,500,1000,500
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Mental Health Support Services,500,500,500,0
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Economic Support Programs,2000,2000,2000,0
92083,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,500,500,500,0
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2100,2000,2500,500
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1500,1500,1500,0
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1040,1000,1200,200
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,1000,1000,1000,0
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1800,1000,2000,1000
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,960,800,1000,200
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,660,300,1500,1200
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,675,200,1500,1300
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Workplace Safety Regulations,550,500,600,100
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,"Enhanced Border, Airport, and Port-of-Entry Surveillance and Control",500,500,500,0
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Transport Safety Enhancements,500,500,500,0
92084,meta-llama/Meta-Llama-3.1-70B-Instruct,Food Security and Nutrition Programs,450,400,500,100
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1400,1000,1500,500
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1100,1000,1500,500
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Home Isolation and Self-Quarantine Measures,900,500,1000,500
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,School Safety and Education Continuity Measures,960,800,1000,200
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Transport Safety Enhancements,625,500,1000,500
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Public Sanitation and Hygiene Campaigns,675,500,1000,500
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Promotion of Remote Work and Digital Transformation,833.3333333,500,1000,500
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Food Security and Nutrition Programs,1000,1000,1000,0
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Community Engagement and Mobilization,666.6666667,500,1000,500
92084,mistralai/Mixtral-8x7B-Instruct-v0.1,Legal and Regulatory Adjustments for Pandemic Response,1000,1000,1000,0
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Widespread Testing Initiatives,2200,1500,3000,1500
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Targeted Public Health Campaigns,1540,1000,2000,1000
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Expansion of Healthcare Capacity,1600,500,2500,2000
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Enforced Social Distancing Measures,1175,1000,1500,500
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Telehealth Services Expansion,1250,500,2000,1500
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Community Engagement and Mobilization,1166.666667,1000,1500,500
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Public Sanitation and Hygiene Campaigns,875,500,1000,500
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Promotion of Home Isolation and Self-Quarantine Measures,700,500,1000,500
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Establishment of Quarantine and Isolation Facilities,500,500,500,0
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Comprehensive Contact Tracing Programs,1500,1500,1500,0
92086,meta-llama/Meta-Llama-3.1-70B-Instruct,Mental Health Support Services,900,800,1000,200
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Widespread Testing Initiatives,1500,1500,1500,0
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Targeted Public Health Campaigns,1000,1000,1000,0
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Enforced Social Distancing Measures,1000,1000,1000,0
92086,mistralai/Mixtral-8x7B-Instruct-v0.1,Comprehensive Contact Tracing Programs,1300,1000,1500,500
